brand_name,drug_name,alternative_name,drug_id
creomulsionpediatric,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
diceldm,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
diceldmchewables,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
entre-s,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
esocorp,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
kidkarecough/cold,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
m-enddm,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
mesehistdm,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
neutrahistpdxdrops,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
neutrahistpdxdrops,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
nyquilchildcoughandcold,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
pediacarecoughandcold,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
pediacarecough-coldchewable,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
pediacarenightrest,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
pediarelief,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
pediatriccoughandcold,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
pediatriccoughandcoldmedicine,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
rescon-dm,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
rhinosyn-dm,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
robitussinpediatricnightrelief,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
robitussinpmcoughandcold,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
tanafed-dm,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
triaccoldandcough,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
triaminiccoldandcough,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
triaminicmulti-sympton,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
triaminicnighttime,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
triaminicsoftchewcoldandcough,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
triaminic-dmulti-symptomcold,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
t-tanna-dm,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
vicks44mpediatric,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
vickspediatricformula44m,chlorpheniramine/dextromethorphan/pseudoephedrine,,d03370
aldexdm,dextromethorphan/phenylephrine/pyrilamine,,d03371
codal-dmsyrup,dextromethorphan/phenylephrine/pyrilamine,,d03371
codimaldm,dextromethorphan/phenylephrine/pyrilamine,,d03371
coditussdm,dextromethorphan/phenylephrine/pyrilamine,,d03371
deconsaldmtannate,dextromethorphan/phenylephrine/pyrilamine,,d03371
dextromethorphan/phenylephrine/pyrilamine,dextromethorphan/phenylephrine/pyrilamine,,d03371
myhist-dm,dextromethorphan/phenylephrine/pyrilamine,,d03371
polyhistdm,dextromethorphan/phenylephrine/pyrilamine,,d03371
polytussin-dm,dextromethorphan/phenylephrine/pyrilamine,,d03371
pyrildm,dextromethorphan/phenylephrine/pyrilamine,,d03371
remehistdm,dextromethorphan/phenylephrine/pyrilamine,,d03371
tannatevdm,dextromethorphan/phenylephrine/pyrilamine,,d03371
triplexdm,dextromethorphan/phenylephrine/pyrilamine,,d03371
viratan-dm,dextromethorphan/phenylephrine/pyrilamine,,d03371
viravan-dm,dextromethorphan/phenylephrine/pyrilamine,,d03371
zotex-12,dextromethorphan/phenylephrine/pyrilamine,,d03371
bromalinedm(obsolete),brompheniramine/dextromethorphan/ppa,,d03372
bromanatedm,brompheniramine/dextromethorphan/ppa,,d03372
brompheniramine/dextromethorphan/phenylpropanolamine,brompheniramine/dextromethorphan/ppa,,d03372
coldandallergydm,brompheniramine/dextromethorphan/ppa,,d03372
delhistinedm,brompheniramine/dextromethorphan/ppa,,d03372
delhistinedm,brompheniramine/dextromethorphan/ppa,,d03372
dimetappcoldandcoughliquigel,brompheniramine/dextromethorphan/ppa,,d03372
dimetappdm(obsolete),brompheniramine/dextromethorphan/ppa,,d03372
dmcoldandcough,brompheniramine/dextromethorphan/ppa,,d03372
durahistinedm,brompheniramine/dextromethorphan/ppa,,d03372
highlanddm,brompheniramine/dextromethorphan/ppa,,d03372
histinexdm,brompheniramine/dextromethorphan/ppa,,d03372
histinexdm,brompheniramine/dextromethorphan/ppa,,d03372
iohistdm,brompheniramine/dextromethorphan/ppa,,d03372
kghistdm,brompheniramine/dextromethorphan/ppa,,d03372
liquihistinedm,brompheniramine/dextromethorphan/ppa,,d03372
multi-histdm,brompheniramine/dextromethorphan/ppa,,d03372
polydm,brompheniramine/dextromethorphan/ppa,,d03372
polyhistinedm,brompheniramine/dextromethorphan/ppa,,d03372
polytinedm,brompheniramine/dextromethorphan/ppa,,d03372
prohistinedm,brompheniramine/dextromethorphan/ppa,,d03372
prohistinedm,brompheniramine/dextromethorphan/ppa,,d03372
trihistdm,brompheniramine/dextromethorphan/ppa,,d03372
unimultihistdm,brompheniramine/dextromethorphan/ppa,,d03372
q-tusswithhydrocodone,hydrocodone/pheniramine/pe/ppa/pyrilamine,,d03375
rolatusswithhydrocodone,hydrocodone/pheniramine/pe/ppa/pyrilamine,,d03375
ru-tusswithhydrocodone,hydrocodone/pheniramine/pe/ppa/pyrilamine,,d03375
statussgreen,hydrocodone/pheniramine/pe/ppa/pyrilamine,,d03375
vetusshcsyrup,hydrocodone/pheniramine/pe/ppa/pyrilamine,,d03375
t-koff,chlorpheniramine/codeine/phenylephrine/ppa,,d03376
children'sdelsymcoughplussorethroat,acetaminophen-dextromethorphan,,d03378
children'striacting,acetaminophen-dextromethorphan,,d03378
children'stylenolcold+cough+sorethroat,acetaminophen-dextromethorphan,,d03378
"coricidinhbpcold,coughandflu,sugarfree",acetaminophen-dextromethorphan,,d03378
delsymcoughandsorethroat,acetaminophen-dextromethorphan,,d03378
drixoralcough/sorethroat,acetaminophen-dextromethorphan,,d03378
robitussinmaximumstrengthseverecoughplussorethroat,acetaminophen-dextromethorphan,,d03378
"robitussinmaximumstrengthseverecough,fluplussorethroat",acetaminophen-dextromethorphan,,d03378
therafluflureliefmaxstrength,acetaminophen-dextromethorphan,,d03378
triaminiccoughandsorethroat,acetaminophen-dextromethorphan,,d03378
triaminiccoughandsorethroatsoftchews,acetaminophen-dextromethorphan,,d03378
tylenolchildrenspluscoughandsorethroat,acetaminophen-dextromethorphan,,d03378
tylenolcough,acetaminophen-dextromethorphan,,d03378
tylenolcoughandsorethroatdaytime,acetaminophen-dextromethorphan,,d03378
abletex-pse,guaifenesin-pseudoephedrine,,d03379
altarussinpe,guaifenesin-pseudoephedrine,,d03379
ambi60pse-400gfn,guaifenesin-pseudoephedrine,,d03379
ambi60/1000,guaifenesin-pseudoephedrine,,d03379
ambi60/580,guaifenesin-pseudoephedrine,,d03379
ambi80/780,guaifenesin-pseudoephedrine,,d03379
ambifed,guaifenesin-pseudoephedrine,,d03379
ambifed-g,guaifenesin-pseudoephedrine,,d03379
ami-texpse,guaifenesin-pseudoephedrine,,d03379
anatussla,guaifenesin-pseudoephedrine,,d03379
aquatabd(obsolete1),guaifenesin-pseudoephedrine,,d03379
aquatabddosepack,guaifenesin-pseudoephedrine,,d03379
biotusspe,guaifenesin-pseudoephedrine,,d03379
coldmist,guaifenesin-pseudoephedrine,,d03379
coldmistjr,guaifenesin-pseudoephedrine,,d03379
coldmistla,guaifenesin-pseudoephedrine,,d03379
congessjr.,guaifenesin-pseudoephedrine,,d03379
congesssr,guaifenesin-pseudoephedrine,,d03379
congestac,guaifenesin-pseudoephedrine,,d03379
coughformula,guaifenesin-pseudoephedrine,,d03379
deco-d,guaifenesin-pseudoephedrine,,d03379
decongestii,guaifenesin-pseudoephedrine,,d03379
decongestantii,guaifenesin-pseudoephedrine,,d03379
deconsalii(obsolete),guaifenesin-pseudoephedrine,,d03379
deconsall.a.,guaifenesin-pseudoephedrine,,d03379
defen-la,guaifenesin-pseudoephedrine,,d03379
degenii,guaifenesin-pseudoephedrine,,d03379
demibidii,guaifenesin-pseudoephedrine,,d03379
desalii,guaifenesin-pseudoephedrine,,d03379
despec-sr,guaifenesin-pseudoephedrine,,d03379
d-fedaii,guaifenesin-pseudoephedrine,,d03379
dritussgp,guaifenesin-pseudoephedrine,,d03379
durasalii,guaifenesin-pseudoephedrine,,d03379
duratuss(obsolete),guaifenesin-pseudoephedrine,,d03379
duratussam/pm,guaifenesin-pseudoephedrine,,d03379
duratussgp(obsolete),guaifenesin-pseudoephedrine,,d03379
dynex,guaifenesin-pseudoephedrine,,d03379
entexpse,guaifenesin-pseudoephedrine,,d03379
entext,guaifenesin-pseudoephedrine,,d03379
eudalsr,guaifenesin-pseudoephedrine,,d03379
exefen,guaifenesin-pseudoephedrine,,d03379
exefen-ir,guaifenesin-pseudoephedrine,,d03379
exefen-ir,guaifenesin-pseudoephedrine,,d03379
expectorantpe,guaifenesin-pseudoephedrine,,d03379
fenex-pse,guaifenesin-pseudoephedrine,,d03379
gfn795/pse85,guaifenesin-pseudoephedrine,,d03379
gp500,guaifenesin-pseudoephedrine,,d03379
g-phed,guaifenesin-pseudoephedrine,,d03379
g-phed-pd,guaifenesin-pseudoephedrine,,d03379
guaisudo,guaifenesin-pseudoephedrine,,d03379
guaibidd,guaifenesin-pseudoephedrine,,d03379
guaibiddpediatric,guaifenesin-pseudoephedrine,,d03379
guaifed,guaifenesin-pseudoephedrine,,d03379
guaifed,guaifenesin-pseudoephedrine,,d03379
guaifedsr,guaifenesin-pseudoephedrine,,d03379
guaifed-pd,guaifenesin-pseudoephedrine,,d03379
guaifed-pse,guaifenesin-pseudoephedrine,,d03379
guaifenesin600/pse120,guaifenesin-pseudoephedrine,,d03379
guaifenesin-pseudoephedrinehydrochlorideer,guaifenesin-pseudoephedrine,,d03379
guaifenesin-pseudoephedrinehydrochloridesr,guaifenesin-pseudoephedrine,,d03379
guaifenesin-pseudoephedrinehydrochloridesr,guaifenesin-pseudoephedrine,,d03379
guaifenexgp,guaifenesin-pseudoephedrine,,d03379
guaifenexpse120,guaifenesin-pseudoephedrine,,d03379
guaifenexpse60,guaifenesin-pseudoephedrine,,d03379
guaifenexpse80,guaifenesin-pseudoephedrine,,d03379
guaifenexpse85,guaifenesin-pseudoephedrine,,d03379
guaifenexrx,guaifenesin-pseudoephedrine,,d03379
guaimax-d,guaifenesin-pseudoephedrine,,d03379
guaipaxpse,guaifenesin-pseudoephedrine,,d03379
guaitab,guaifenesin-pseudoephedrine,,d03379
guaivent(ethex),guaifenesin-pseudoephedrine,,d03379
guaiventpd,guaifenesin-pseudoephedrine,,d03379
guai-vent/pse,guaifenesin-pseudoephedrine,,d03379
guiadrineii,guaifenesin-pseudoephedrine,,d03379
guiadrineiisr,guaifenesin-pseudoephedrine,,d03379
guiadrinepse,guaifenesin-pseudoephedrine,,d03379
guiadrinepse120,guaifenesin-pseudoephedrine,,d03379
guiatexii,guaifenesin-pseudoephedrine,,d03379
guiatexiisr,guaifenesin-pseudoephedrine,,d03379
guiatexpse,guaifenesin-pseudoephedrine,,d03379
guiatusspe,guaifenesin-pseudoephedrine,,d03379
h9600sr,guaifenesin-pseudoephedrine,,d03379
hitexpse,guaifenesin-pseudoephedrine,,d03379
humibidgc,guaifenesin-pseudoephedrine,,d03379
iosalii,guaifenesin-pseudoephedrine,,d03379
iotexpse,guaifenesin-pseudoephedrine,,d03379
levallg,guaifenesin-pseudoephedrine,,d03379
mastussinpe,guaifenesin-pseudoephedrine,,d03379
maxifed,guaifenesin-pseudoephedrine,,d03379
maxifed,guaifenesin-pseudoephedrine,,d03379
maxifed(obsolete),guaifenesin-pseudoephedrine,,d03379
maxifed-g,guaifenesin-pseudoephedrine,,d03379
maxifed-g(obsolete),guaifenesin-pseudoephedrine,,d03379
medent,guaifenesin-pseudoephedrine,,d03379
medentld,guaifenesin-pseudoephedrine,,d03379
medent-ldi,guaifenesin-pseudoephedrine,,d03379
med-rx,guaifenesin-pseudoephedrine,,d03379
miraphenpse,guaifenesin-pseudoephedrine,,d03379
mucinexd,guaifenesin-pseudoephedrine,,d03379
mucinexd,guaifenesin-pseudoephedrine,,d03379
mucinexdmaxstrength,guaifenesin-pseudoephedrine,,d03379
mucusd,guaifenesin-pseudoephedrine,,d03379
mucusreliefd,guaifenesin-pseudoephedrine,,d03379
mytussinpe,guaifenesin-pseudoephedrine,,d03379
nalex,guaifenesin-pseudoephedrine,,d03379
nalexjr.,guaifenesin-pseudoephedrine,,d03379
nasabid,guaifenesin-pseudoephedrine,,d03379
nasabidsr,guaifenesin-pseudoephedrine,,d03379
nasatabla,guaifenesin-pseudoephedrine,,d03379
nomuc-pe,guaifenesin-pseudoephedrine,,d03379
panmistjr,guaifenesin-pseudoephedrine,,d03379
panmistla,guaifenesin-pseudoephedrine,,d03379
pan-mistla,guaifenesin-pseudoephedrine,,d03379
panmist-s,guaifenesin-pseudoephedrine,,d03379
panmist-s(obsolete),guaifenesin-pseudoephedrine,,d03379
poly-vent,guaifenesin-pseudoephedrine,,d03379
poly-ventir,guaifenesin-pseudoephedrine,,d03379
"poly-vent,jr.",guaifenesin-pseudoephedrine,,d03379
profenforte,guaifenesin-pseudoephedrine,,d03379
profenii,guaifenesin-pseudoephedrine,,d03379
pse-ggcr,guaifenesin-pseudoephedrine,,d03379
pse-ggtr,guaifenesin-pseudoephedrine,,d03379
pseudatex,guaifenesin-pseudoephedrine,,d03379
pseudogg,guaifenesin-pseudoephedrine,,d03379
pseudoggtr,guaifenesin-pseudoephedrine,,d03379
pseudomax,guaifenesin-pseudoephedrine,,d03379
pseudocot-g,guaifenesin-pseudoephedrine,,d03379
pseudoephedrine-guaifenesin,guaifenesin-pseudoephedrine,,d03379
pseudoephedrine-guaifenesincp,guaifenesin-pseudoephedrine,,d03379
pseudofen,guaifenesin-pseudoephedrine,,d03379
pseudofenpd,guaifenesin-pseudoephedrine,,d03379
pseudo-g,guaifenesin-pseudoephedrine,,d03379
pseudo-g/psi,guaifenesin-pseudoephedrine,,d03379
pseudovent,guaifenesin-pseudoephedrine,,d03379
pseudovent400,guaifenesin-pseudoephedrine,,d03379
pseudoventped,guaifenesin-pseudoephedrine,,d03379
q-tussinpe,guaifenesin-pseudoephedrine,,d03379
respa-1st,guaifenesin-pseudoephedrine,,d03379
respaire-120sr,guaifenesin-pseudoephedrine,,d03379
respaire-30,guaifenesin-pseudoephedrine,,d03379
respaire-60sr,guaifenesin-pseudoephedrine,,d03379
robafenpe,guaifenesin-pseudoephedrine,,d03379
robichempe,guaifenesin-pseudoephedrine,,d03379
robitussinpe,guaifenesin-pseudoephedrine,,d03379
robitussinseverecongestion,guaifenesin-pseudoephedrine,,d03379
rutussde,guaifenesin-pseudoephedrine,,d03379
ru-tussjr.,guaifenesin-pseudoephedrine,,d03379
rymed(obsolete),guaifenesin-pseudoephedrine,,d03379
sinufed,guaifenesin-pseudoephedrine,,d03379
sinufedtimecelles,guaifenesin-pseudoephedrine,,d03379
sinutabnondrying,guaifenesin-pseudoephedrine,,d03379
s-pack,guaifenesin-pseudoephedrine,,d03379
stamoiste,guaifenesin-pseudoephedrine,,d03379
sudafednondryingsinus,guaifenesin-pseudoephedrine,,d03379
sudal120/600,guaifenesin-pseudoephedrine,,d03379
sudal60/500,guaifenesin-pseudoephedrine,,d03379
sudalsr,guaifenesin-pseudoephedrine,,d03379
sudatex-g,guaifenesin-pseudoephedrine,,d03379
syn-rx,guaifenesin-pseudoephedrine,,d03379
tenarpse,guaifenesin-pseudoephedrine,,d03379
tourola,guaifenesin-pseudoephedrine,,d03379
tourola-ld,guaifenesin-pseudoephedrine,,d03379
triaminicchestcongestion(obsolete),guaifenesin-pseudoephedrine,,d03379
triaminicsoftchewschestcongestion,guaifenesin-pseudoephedrine,,d03379
t-tussinpe,guaifenesin-pseudoephedrine,,d03379
tusnelpediatricdrops,guaifenesin-pseudoephedrine,,d03379
tusscidinpe,guaifenesin-pseudoephedrine,,d03379
tussinpe,guaifenesin-pseudoephedrine,,d03379
tuss-la,guaifenesin-pseudoephedrine,,d03379
unitussinpe,guaifenesin-pseudoephedrine,,d03379
v-dec-m,guaifenesin-pseudoephedrine,,d03379
venbidtr,guaifenesin-pseudoephedrine,,d03379
versacaps,guaifenesin-pseudoephedrine,,d03379
wemistiila,guaifenesin-pseudoephedrine,,d03379
wemistla,guaifenesin-pseudoephedrine,,d03379
zaptecpse,guaifenesin-pseudoephedrine,,d03379
zephrex,guaifenesin-pseudoephedrine,,d03379
zephrexla,guaifenesin-pseudoephedrine,,d03379
broncholatesyrup,ephedrine-guaifenesin,,d03380
bronkaid,ephedrine-guaifenesin,,d03380
primatene,ephedrine-guaifenesin,,d03380
aldex,guaifenesin-phenylephrine,,d03381
aldexg,guaifenesin-phenylephrine,,d03381
ambi40/1000,guaifenesin-phenylephrine,,d03381
amidal,guaifenesin-phenylephrine,,d03381
amitexla,guaifenesin-phenylephrine,,d03381
aquatabd,guaifenesin-phenylephrine,,d03381
chemdal,guaifenesin-phenylephrine,,d03381
chestcongestionreliefpe,guaifenesin-phenylephrine,,d03381
crantex,guaifenesin-phenylephrine,,d03381
crantexer,guaifenesin-phenylephrine,,d03381
crantexlacapsules,guaifenesin-phenylephrine,,d03381
crantexlatablets,guaifenesin-phenylephrine,,d03381
deconex,guaifenesin-phenylephrine,,d03381
deconexir,guaifenesin-phenylephrine,,d03381
deconsalii,guaifenesin-phenylephrine,,d03381
deconsalpediatric,guaifenesin-phenylephrine,,d03381
despec,guaifenesin-phenylephrine,,d03381
donatussindrops,guaifenesin-phenylephrine,,d03381
d-phen1000,guaifenesin-phenylephrine,,d03381
d-tab,guaifenesin-phenylephrine,,d03381
duomax,guaifenesin-phenylephrine,,d03381
duraphen1000,guaifenesin-phenylephrine,,d03381
duraphenii,guaifenesin-phenylephrine,,d03381
duratuss,guaifenesin-phenylephrine,,d03381
duratussgp,guaifenesin-phenylephrine,,d03381
duratusspe,guaifenesin-phenylephrine,,d03381
duraventpe,guaifenesin-phenylephrine,,d03381
dynexla,guaifenesin-phenylephrine,,d03381
edbrongp,guaifenesin-phenylephrine,,d03381
efasin,guaifenesin-phenylephrine,,d03381
endal,guaifenesin-phenylephrine,,d03381
entex(obsoleteformulation),guaifenesin-phenylephrine,,d03381
entexer,guaifenesin-phenylephrine,,d03381
entexla,guaifenesin-phenylephrine,,d03381
entexlq,guaifenesin-phenylephrine,,d03381
exetuss,guaifenesin-phenylephrine,,d03381
exetuss-gp,guaifenesin-phenylephrine,,d03381
extendrylg,guaifenesin-phenylephrine,,d03381
fenesinpeir,guaifenesin-phenylephrine,,d03381
genexala,guaifenesin-phenylephrine,,d03381
gentexla,guaifenesin-phenylephrine,,d03381
gfn1200/phenylephrine40,guaifenesin-phenylephrine,,d03381
gfn600/phenylephrine20,guaifenesin-phenylephrine,,d03381
gfn600/phenylephrine40,guaifenesin-phenylephrine,,d03381
gfn800/pe25,guaifenesin-phenylephrine,,d03381
gilphextr,guaifenesin-phenylephrine,,d03381
gilphextr,guaifenesin-phenylephrine,,d03381
giltusssinusandcongestion,guaifenesin-phenylephrine,,d03381
guaifedcaps,guaifenesin-phenylephrine,,d03381
guaifedpd,guaifenesin-phenylephrine,,d03381
guaifenpe,guaifenesin-phenylephrine,,d03381
guaifenesin-phenylephrinehydrochloride,guaifenesin-phenylephrine,,d03381
guaiphen-d1200,guaifenesin-phenylephrine,,d03381
guaiphen-d600,guaifenesin-phenylephrine,,d03381
guaiphen-pd,guaifenesin-phenylephrine,,d03381
guiadexpd,guaifenesin-phenylephrine,,d03381
guiatexpe,guaifenesin-phenylephrine,,d03381
j-max,guaifenesin-phenylephrine,,d03381
liquibidd-r,guaifenesin-phenylephrine,,d03381
liquibidpd-r,guaifenesin-phenylephrine,,d03381
liquibid-d,guaifenesin-phenylephrine,,d03381
liquibid-d1200,guaifenesin-phenylephrine,,d03381
liquibid-pd,guaifenesin-phenylephrine,,d03381
lusair,guaifenesin-phenylephrine,,d03381
lusonex,guaifenesin-phenylephrine,,d03381
maxiphen,guaifenesin-phenylephrine,,d03381
maxiphen,guaifenesin-phenylephrine,,d03381
maxi-tusspejr,guaifenesin-phenylephrine,,d03381
medent-pe,guaifenesin-phenylephrine,,d03381
medent-pei,guaifenesin-phenylephrine,,d03381
montephen,guaifenesin-phenylephrine,,d03381
mucaphed,guaifenesin-phenylephrine,,d03381
mucinexchildren'scold,guaifenesin-phenylephrine,,d03381
mucinexchildren'sstuffynoseandchestcongestion,guaifenesin-phenylephrine,,d03381
mucusreliefpe,guaifenesin-phenylephrine,,d03381
mucusreliefsinus,guaifenesin-phenylephrine,,d03381
mydex,guaifenesin-phenylephrine,,d03381
nariz,guaifenesin-phenylephrine,,d03381
nasex,guaifenesin-phenylephrine,,d03381
nasex-g,guaifenesin-phenylephrine,,d03381
nazarin,guaifenesin-phenylephrine,,d03381
nescon-pd,guaifenesin-phenylephrine,,d03381
nexphenpd,guaifenesin-phenylephrine,,d03381
norelex,guaifenesin-phenylephrine,,d03381
pendex,guaifenesin-phenylephrine,,d03381
phenavent,guaifenesin-phenylephrine,,d03381
phenaventd,guaifenesin-phenylephrine,,d03381
phenaventla,guaifenesin-phenylephrine,,d03381
phenaventped,guaifenesin-phenylephrine,,d03381
prolexd,guaifenesin-phenylephrine,,d03381
prolexpd,guaifenesin-phenylephrine,,d03381
quindal,guaifenesin-phenylephrine,,d03381
quintex,guaifenesin-phenylephrine,,d03381
relcofir,guaifenesin-phenylephrine,,d03381
reluri,guaifenesin-phenylephrine,,d03381
rescon-gg,guaifenesin-phenylephrine,,d03381
respa-pe,guaifenesin-phenylephrine,,d03381
robitussinheadandchestcongestion,guaifenesin-phenylephrine,,d03381
simuc,guaifenesin-phenylephrine,,d03381
simuc-gp,guaifenesin-phenylephrine,,d03381
sina-12x,guaifenesin-phenylephrine,,d03381
sinupan,guaifenesin-phenylephrine,,d03381
sinuventpe,guaifenesin-phenylephrine,,d03381
sitrex,guaifenesin-phenylephrine,,d03381
sitrexpd,guaifenesin-phenylephrine,,d03381
sudafedpenon-dryingsinus,guaifenesin-phenylephrine,,d03381
sudex,guaifenesin-phenylephrine,,d03381
supress-pe,guaifenesin-phenylephrine,,d03381
triaminicchestandnasalcongestion,guaifenesin-phenylephrine,,d03381
tussbid,guaifenesin-phenylephrine,,d03381
tussi-prespe,guaifenesin-phenylephrine,,d03381
visonex,guaifenesin-phenylephrine,,d03381
wellbid-d,guaifenesin-phenylephrine,,d03381
wellbid-d1200,guaifenesin-phenylephrine,,d03381
xedec,guaifenesin-phenylephrine,,d03381
xedecii,guaifenesin-phenylephrine,,d03381
xpect-pe,guaifenesin-phenylephrine,,d03381
zodendrops,guaifenesin-phenylephrine,,d03381
zotexgpx,guaifenesin-phenylephrine,,d03381
zyrphen,guaifenesin-phenylephrine,,d03381
ami-texla,guaifenesin-phenylpropanolamine,,d03382
aquatabd(obsolete),guaifenesin-phenylpropanolamine,,d03382
banex-la,guaifenesin-phenylpropanolamine,,d03382
coldloc-la,guaifenesin-phenylpropanolamine,,d03382
dayquilsinuspressureandcongestion,guaifenesin-phenylpropanolamine,,d03382
despec(obsolete),guaifenesin-phenylpropanolamine,,d03382
despeccr,guaifenesin-phenylpropanolamine,,d03382
despecsr,guaifenesin-phenylpropanolamine,,d03382
dura-vent,guaifenesin-phenylpropanolamine,,d03382
enominela,guaifenesin-phenylpropanolamine,,d03382
entexla(obsolete),guaifenesin-phenylpropanolamine,,d03382
ephensin-la,guaifenesin-phenylpropanolamine,,d03382
exgestla,guaifenesin-phenylpropanolamine,,d03382
genaminexpectorant,guaifenesin-phenylpropanolamine,,d03382
gg-ppa,guaifenesin-phenylpropanolamine,,d03382
guaifenesin-phenylpropanolaminehcl,guaifenesin-phenylpropanolamine,,d03382
guaifenexppa75,guaifenesin-phenylpropanolamine,,d03382
guaipax,guaifenesin-phenylpropanolamine,,d03382
guaivent,guaifenesin-phenylpropanolamine,,d03382
guiatexla,guaifenesin-phenylpropanolamine,,d03382
guiaventer,guaifenesin-phenylpropanolamine,,d03382
g-vent,guaifenesin-phenylpropanolamine,,d03382
lantex-la,guaifenesin-phenylpropanolamine,,d03382
maxcosinla,guaifenesin-phenylpropanolamine,,d03382
medex-la,guaifenesin-phenylpropanolamine,,d03382
miraphenla,guaifenesin-phenylpropanolamine,,d03382
naldecon-expediatric,guaifenesin-phenylpropanolamine,,d03382
nasahistla,guaifenesin-phenylpropanolamine,,d03382
partuss-la,guaifenesin-phenylpropanolamine,,d03382
phentex-la,guaifenesin-phenylpropanolamine,,d03382
phenylfenesinla,guaifenesin-phenylpropanolamine,,d03382
ppa-ggcr,guaifenesin-phenylpropanolamine,,d03382
profenla,guaifenesin-phenylpropanolamine,,d03382
rymed-tr,guaifenesin-phenylpropanolamine,,d03382
silaminicexpectorant,guaifenesin-phenylpropanolamine,,d03382
sinuvent,guaifenesin-phenylpropanolamine,,d03382
stamoistla,guaifenesin-phenylpropanolamine,,d03382
triacexpectorant,guaifenesin-phenylpropanolamine,,d03382
triactinexpectorant,guaifenesin-phenylpropanolamine,,d03382
triaminicexpectorant,guaifenesin-phenylpropanolamine,,d03382
tussaminic,guaifenesin-phenylpropanolamine,,d03382
ulr-la,guaifenesin-phenylpropanolamine,,d03382
vanex-la,guaifenesin-phenylpropanolamine,,d03382
altexliquid,guaifenesin/phenylephrine/ppa,,d03383
ami-tex,guaifenesin/phenylephrine/ppa,,d03383
banex,guaifenesin/phenylephrine/ppa,,d03383
coldloc,guaifenesin/phenylephrine/ppa,,d03383
crantex(obsolete),guaifenesin/phenylephrine/ppa,,d03383
cyntexliquid,guaifenesin/phenylephrine/ppa,,d03383
dura-gest,guaifenesin/phenylephrine/ppa,,d03383
duratex,guaifenesin/phenylephrine/ppa,,d03383
enomine,guaifenesin/phenylephrine/ppa,,d03383
entac,guaifenesin/phenylephrine/ppa,,d03383
entex(obsolete),guaifenesin/phenylephrine/ppa,,d03383
equi-tex,guaifenesin/phenylephrine/ppa,,d03383
fentex,guaifenesin/phenylephrine/ppa,,d03383
guaifenesin/pe/ppa,guaifenesin/phenylephrine/ppa,,d03383
guaifenex,guaifenesin/phenylephrine/ppa,,d03383
guiatex,guaifenesin/phenylephrine/ppa,,d03383
liquitex,guaifenesin/phenylephrine/ppa,,d03383
mytex,guaifenesin/phenylephrine/ppa,,d03383
norel,guaifenesin/phenylephrine/ppa,,d03383
phentex,guaifenesin/phenylephrine/ppa,,d03383
phenylfenesin,guaifenesin/phenylephrine/ppa,,d03383
p-tex(obsolete),guaifenesin/phenylephrine/ppa,,d03383
quintex(obsolete),guaifenesin/phenylephrine/ppa,,d03383
sil-tex,guaifenesin/phenylephrine/ppa,,d03383
tri-tex,guaifenesin/phenylephrine/ppa,,d03383
bronkotuss,chlorpheniramine/ephedrine/guaifenesin,,d03386
demulen1/35,ethinylestradiol-ethynodiol,,d03388
demulen1/50,ethinylestradiol-ethynodiol,,d03388
ethinylestradiol-ethynodiol,ethinylestradiol-ethynodiol,,d03388
kelnor1/35(28day),ethinylestradiol-ethynodiol,,d03388
kelnor1/50(28day),ethinylestradiol-ethynodiol,,d03388
valtya1/50(28day),ethinylestradiol-ethynodiol,,d03388
zovia1/35(28day),ethinylestradiol-ethynodiol,,d03388
zovia1/50,ethinylestradiol-ethynodiol,,d03388
delatestadiol,estradiol-testosterone,,d03389
depandrogyn,estradiol-testosterone,,d03389
depo-testadiol,estradiol-testosterone,,d03389
depotestogen,estradiol-testosterone,,d03389
duo-cyp,estradiol-testosterone,,d03389
