DRUG_NAME_UCASE,DRUG_ID
MEPERIDINE,d00017
MEPHOBARBITAL,d00919
PHYTONADIONE,d03135
MEPIVACAINE,d01398
LEVONORDEFRIN-MEPIVACAINE,d05370
MEPROBAMATE,d00288
ATOVAQUONE,d01120
MEPERIDINE-PROMETHAZINE,d03433
VESTRONIDASE ALFA,d08681
MERCAPTOPURINE,d00289
YELLOW MERCURIC OXIDE OPHTHALMIC,d01210
BENZALKONIUM CHLORIDE-LIDOCAINE TOPICAL,d05771
PROCAINE,d01394
SIBUTRAMINE,d04260
INSULIN ASPART,d04697
INSULIN ASPART,d04697
EDETATE DISODIUM,d00742
MEROPENEM,d04027
MEROPENEM,d04027
THIMEROSAL TOPICAL,d01330
RUBELLA VIRUS VACCINE,d01160
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
MESALAMINE,d01031
MEPHENYTOIN,d00941
CHLORPHENIRAMINE/METHSCOPOLAMINE/PSE,d03911
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03370
BROMPHENIRAMINE/CODEINE/PSEUDOEPHEDRINE,d07399
MESNA,d01411
MESNA,d01411
PYRIDOSTIGMINE,d00363
PYRIDOSTIGMINE,d00363
FLUDEOXYGLUCOSE F-18,d04705
METHYLPHENIDATE,d00900
METHYLPHENIDATE,d00900
MULTIVITAMIN,d03140
MULTIVITAMIN,d03140
MULTIVITAMIN,d03140
GLIPIZIDE-METFORMIN,d04823
PHENIRAMINE/PPA/PHENYLTOLOXAMINE/PYRILAMINE,d03308
TRICHLORMETHIAZIDE,d00646
PSYLLIUM,d01018
PSYLLIUM,d01018
PSYLLIUM,d01018
PSYLLIUM,d01018
PSYLLIUM,d01018
PSYLLIUM,d01018
PSYLLIUM,d01018
PSYLLIUM,d01018
PSYLLIUM,d01018
PSYLLIUM,d01018
CALCIUM CARBONATE-PSYLLIUM,d08343
PSYLLIUM,d01018
PSYLLIUM,d01018
PSYLLIUM,d01018
PSYLLIUM,d01018
PSYLLIUM,d01018
MULTIVITAMIN,d03140
MULTIVITAMIN,d03140
MULTIVITAMIN,d03140
MULTIVITAMIN,d03140
METAPROTERENOL,d00750
METAPROTERENOL,d00750
STRONTIUM-89 CHLORIDE,d04530
RESERPINE-TRICHLORMETHIAZIDE,d03254
RESERPINE-TRICHLORMETHIAZIDE,d03254
METAXALONE,d00964
IBUPROFEN-SALICYLIC ACID TOPICAL,d09897
SALICYLIC ACID-SULFUR TOPICAL,d03705
METFORMIN-PIOGLITAZONE,d05635
METFORMIN-SAXAGLIPTIN,d07709
METFORMIN-SITAGLIPTIN,d06720
METFORMIN,d03807
METFORMIN,d03807
METHACHOLINE,d03667
METHACHOLINE,d03667
METHYLPREDNISOLONE,d00293
METHYLPREDNISOLONE,d00293
DEXAMETHASONE/NEOMYCIN/POLYMYXIN B OPHTHALMIC,d03537
METHADONE,d00050
METHADONE,d00050
METHADONE,d00050
METHAMPHETAMINE,d00805
METHAZOLAMIDE,d00640
METHENAMINE,d00106
METHENAMINE,d00106
METHENAMINE,d00106
METHENAMINE,d00106
METHYLERGONOVINE,d00587
METHIMAZOLE,d00290
METHIONINE,d00489
METHYLTESTOSTERONE,d00295
METHOCARBAMOL,d00965
METHOHEXITAL,d00929
METHOTREXATE,d00060
METHOTREXATE,d00060
METHOTREXATE,d00060
METHOTREXATE,d00060
METHOXSALEN,d01434
METHSCOPOLAMINE,d00989
METHSCOPOLAMINE-PSEUDOEPHEDRINE,d04762
METHSUXIMIDE,d00292
METHYCLOTHIAZIDE,d00643
METHYLCOBALAMIN,d05311
MULTIVITAMIN,d03140
MULTIVITAMIN,d03140
METHYL SALICYLATE TOPICAL,d03668
METHYL SALICYLATE TOPICAL,d03668
METHYLCELLULOSE,d04248
METHYLCOBALAMIN,d05311
METHYLCOBALAMIN,d05311
METHYLCOBALAMIN,d05311
METHYLPREDNISOLONE,d00293
METHYLPREDNISOLONE,d00293
METHYLDOPA,d00133
METHYLDOPA,d00133
METHYLENE BLUE,d01128
METHYLERGONOVINE,d00587
L-METHYLFOLATE,d05773
METHYLPHENIDATE,d00900
METHYLPHENIDATE,d00900
METHYLPREDNISOLONE,d00293
METHYLPREDNISOLONE,d00293
METHYLPHENIDATE,d00900
METHYLPHENIDATE,d00900
METHYLPHENIDATE,d00900
METHYLPHENIDATE,d00900
METHYLPHENIDATE,d00900
METHYLPHENIDATE,d00900
METHYLPREDNISOLONE,d00293
METHYLPREDNISOLONE,d00293
METHYLPREDNISOLONE,d00293
METHYLPREDNISOLONE,d00293
METHYLTESTOSTERONE,d00295
METHYLTESTOSTERONE,d00295
PREDNISONE,d00350
PREDNISOLONE-SULFACETAMIDE SODIUM OPHTHALMIC,d03541
METIPRANOLOL OPHTHALMIC,d00297
METOCLOPRAMIDE,d00298
METOCLOPRAMIDE,d00298
METOLAZONE,d00299
UREA TOPICAL,d00651
METYRAPONE,d00592
METOPROLOL,d00134
METOPROLOL,d00134
METOCLOPRAMIDE,d00298
METRONIDAZOLE TOPICAL,d03208
UROFOLLITROPIN,d00570
METRONIDAZOLE TOPICAL,d03208
METRONIDAZOLE TOPICAL,d03208
METRONIDAZOLE TOPICAL,d03208
METRONIDAZOLE TOPICAL,d03208
METRONIDAZOLE,d00108
METRONIDAZOLE,d00108
METRONIDAZOLE TOPICAL,d03208
METRONIDAZOLE TOPICAL,d03208
METRONIDAZOLE,d00108
METOCURINE,d00950
METHYL AMINOLEVULINATE TOPICAL,d07314
METYROSINE,d00735
LOVASTATIN,d00280
SULFACETAMIDE SODIUM TOPICAL,d01265
MEXILETINE,d00300
MEXILETINE,d00300
CORN STARCH TOPICAL,d03701
ZINC OXIDE TOPICAL,d03192
MEZLOCILLIN,d00109
COAL TAR/SALICYLIC ACID/SULFUR TOPICAL,d03704
MAGNESIUM AMINO ACIDS CHELATE,d03862
COAL TAR TOPICAL,d03703
COAL TAR TOPICAL,d03703
SALICYLIC ACID TOPICAL,d01307
BROMPHENIRAMINE/DEXTROMETHORPH/PHENYLEPHRINE,d04905
TRIPROLIDINE,d00786
BROMPHENIRAMINE-PSEUDOEPHEDRINE,d03301
HYOSCYAMINE/METHENAM/M-BLUE/PHENYL SALICYL,d03618
CALCITONIN,d00598
CALCITONIN,d00598
ALUMINUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE,d03478
CALCIUM CARBONATE-MAGNESIUM HYDROXIDE,d04290
SIMETHICONE,d01027
ALUMINUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE,d03478
ALUMINUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE,d03478
"EMOLLIENTS, TOPICAL",d03770
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
MICONAZOLE TOPICAL,d03195
MICAFUNGIN,d05487
ANTHRALIN TOPICAL,d01254
TELMISARTAN,d04364
HYDROCHLOROTHIAZIDE-TELMISARTAN,d04737
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
TRIPROLIDINE,d00786
BELLADONNA/CAFFEINE/ERGOTAMINE/PENTOBARBITAL,d03461
MICONAZOLE TOPICAL,d03195
SIMETHICONE,d01027
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE-ZINC OXIDE TOPICAL,d05753
MICONAZOLE TOPICAL,d03195
HYDROCORTISONE TOPICAL,d03205
ASPIRIN-MEPROBAMATE,d03448
RHO (D) IMMUNE GLOBULIN,d01139
RHO (D) IMMUNE GLOBULIN,d01139
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
MICONAZOLE TOPICAL,d03195
POTASSIUM CHLORIDE,d00345
POTASSIUM CHLORIDE,d00345
POTASSIUM CHLORIDE,d00345
"FAT SUPPLEMENT, ORAL",d04177
GLYBURIDE,d00248
RACEPINEPHRINE,d07647
HYDROCHLOROTHIAZIDE,d00253
MULTIVITAMIN WITH MINERALS,d03145
AMILORIDE,d00169
MIDAZOLAM,d00301
MIDAZOLAM,d00301
MIDAZOLAM,d00301
APAP/DICHLORALPHENAZONE/ISOMETHEPTENE,d03459
MIDODRINE,d04047
NAPROXEN,d00019
IBUPROFEN,d00015
ACETAMINOPHEN,d00049
IBUPROFEN,d00015
ACETAMINOPHEN/CAFFEINE/PYRILAMINE,d03926
ACETAMINOPHEN-PAMABROM,d04143
ACETAMINOPHEN-DIPHENHYDRAMINE,d03445
ACETAMINOPHEN/PAMABROM/PYRILAMINE,d03586
APAP/DICHLORALPHENAZONE/ISOMETHEPTENE,d03459
PERFLUOROHEXYLOCTANE OPHTHALMIC,d10047
MIFEPRISTONE,d04718
MIFEPRISTONE,d04718
CAFFEINE-ERGOTAMINE,d04120
MIGLITOL,d04110
MIGLUSTAT,d04889
APAP/DICHLORALPHENAZONE/ISOMETHEPTENE,d03459
BELLADONNA/CAFFEINE/ERGOTAMINE/PENTOBARBITAL,d03461
APAP/DICHLORALPHENAZONE/ISOMETHEPTENE,d03459
ACETAMINOPHEN/ASPIRIN/CAFFEINE,d03439
ACETAMINOPHEN/ASPIRIN/CAFFEINE,d03439
DIHYDROERGOTAMINE,d00211
APAP/DICHLORALPHENAZONE/ISOMETHEPTENE,d03459
ACETAMINOPHEN/CAFFEINE/ISOMETHEPTENE MUCATE,d05644
APAP/DICHLORALPHENAZONE/ISOMETHEPTENE,d03459
APAP/DICHLORALPHENAZONE/ISOMETHEPTENE,d03459
APAP/DICHLORALPHENAZONE/ISOMETHEPTENE,d03459
APAP/DICHLORALPHENAZONE/ISOMETHEPTENE,d03459
CAPSAICIN-MENTHOL TOPICAL,d07921
ALUMINUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE,d03478
ALUMINUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE,d03478
ETHINYL ESTRADIOL-NORGESTIMATE,d03781
MAGNESIUM HYDROXIDE,d00982
MAGNESIUM HYDROXIDE,d00982
CASCARA SAGRADA-MAGNESIUM HYDROXIDE,d03670
MILK THISTLE,d04466
MINERAL OIL,d01019
PREDNISOLONE,d00084
PREDNISOLONE,d00084
PHENSUXIMIDE,d00943
MILRINONE,d00302
MEPROBAMATE,d00288
HYDROCORTISONE-HYDROQUINONE TOPICAL,d09665
ESTRADIOL-NORETHINDRONE,d04375
ESTRADIOL-NORETHINDRONE,d04375
"EMOLLIENTS, TOPICAL",d03770
"EMOLLIENTS, TOPICAL",d03770
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
MULTIVITAMIN,d03140
DEXTROMETHORPHAN-GUAIFENESIN,d03400
MENTHOL TOPICAL,d03665
MENTHOL TOPICAL,d03665
METHYL SALICYLATE TOPICAL,d03668
MINERAL OIL,d01019
MINERAL OIL,d01019
MINERAL OIL,d01019
MINERAL OIL,d01019
"EMOLLIENTS, TOPICAL",d03770
POVIDONE IODINE TOPICAL,d00346
RHO (D) IMMUNE GLOBULIN,d01139
PRAZOSIN,d00138
ASPIRIN,d00170
DESMOPRESSIN,d00583
METHYL SALICYLATE TOPICAL,d03668
ASPIRIN,d00170
NITROGLYCERIN,d00321
ESTRADIOL,d00537
POLYTHIAZIDE-PRAZOSIN,d03268
MINOCYCLINE,d00110
MINOCYCLINE,d00110
MINOCYCLINE,d00110
MINOCYCLINE,d00110
MINOCYCLINE,d00110
ACETAMINOPHEN/BUTALBITAL/CAFFEINE,d03455
MINOXIDIL,d00135
MINOXIDIL TOPICAL,d03203
HEXYLRESORCINOL TOPICAL,d05190
DEXTROMETHORPHAN-GUAIFENESIN,d03400
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
CARBINOXAMINE/DEXTROMETHORPHAN/PSE,d03577
CARBINOXAMINE,d03569
CARBINOXAMINE-PSEUDOEPHEDRINE,d03570
THIABENDAZOLE,d00160
ALUMINUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE,d03478
ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE,d03474
ALUMINUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE,d03478
ALUMINUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE,d03478
ALUMINUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE,d03478
ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE,d03474
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,d03369
GUAIFENESIN/HYDROCODONE/PHENYLEPHRINE,d03403
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,d03361
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,d03361
HYDROCODONE/PHENYLEPHRINE/PYRILAMINE,d03366
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,d03361
HYDROCODONE-POTASSIUM GUAIACOLSULFONATE,d03915
ETHINYL ESTRADIOL-LEVONORGESTREL,d03242
ACETYLCHOLINE OPHTHALMIC,d01188
ACETYLCHOLINE OPHTHALMIC,d01188
ACETYLCHOLINE OPHTHALMIC,d01188
ACETYLCHOLINE OPHTHALMIC,d01188
ACETYLCHOLINE OPHTHALMIC,d01188
OMEGA-3 POLYUNSATURATED FATTY ACIDS,d00497
OMEGA-3 POLYUNSATURATED FATTY ACIDS,d00497
ORPHENADRINE,d00966
CARBACHOL OPHTHALMIC,d01189
ARIMOCLOMOL,d10220
MIRABEGRON,d07876
ANISINDIONE,d00519
LIDOCAINE TOPICAL,d00683
POLYETHYLENE GLYCOL 3350,d05350
POLYETHYLENE GLYCOL 3350,d05350
PRAMIPEXOLE,d04145
PRAMIPEXOLE,d04145
GUAIFENESIN-PHENYLPROPANOLAMINE,d03382
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
EPOETIN BETA-METHOXY POLYETHYLENE GLYCOL,d06911
DESOGESTREL-ETHINYL ESTRADIOL,d03782
LEVONORGESTREL,d00557
MIRTAZAPINE,d04025
BRIMONIDINE TOPICAL,d08119
BRIMONIDINE TOPICAL,d08119
BACLOFEN TOPICAL,d10159
MISOPROSTOL,d00303
"MULTIVITAMIN, PRENATAL",d03148
"MULTIVITAMIN, PRENATAL",d03148
"MULTIVITAMIN, PRENATAL",d03148
"MULTIVITAMIN, PRENATAL",d03148
PLICAMYCIN,d01361
COLCHICINE,d00150
MORPHINE,d00308
MITOMYCIN,d00305
MITOMYCIN OPHTHALMIC,d07841
MITOMYCIN,d00305
MITOMYCIN OPHTHALMIC,d07841
MITOXANTRONE,d00306
CHLORDIAZEPOXIDE,d00189
MICONAZOLE TOPICAL,d03195
APAP/DICHLORALPHENAZONE/ISOMETHEPTENE,d03459
POLYCARBOPHIL,d01017
COPPER,d07505
MIVACURIUM,d00951
MENAQUINONE,d09345
KETAMINE/MIDAZOLAM/ONDANSETRON,d08827
KETAMINE/MIDAZOLAM/ONDANSETRON,d08827
BUPIVACAINE/LIDOCAINE/TRIAMCINOLONE,d08402
MEASLES/MUMPS/RUBELLA VIRUS VACCINE,d03007
"MULTIVITAMIN, PRENATAL",d03148
MOLINDONE,d00896
MELOXICAM,d04532
MAGNESIUM SALICYLATE,d00846
MAGNESIUM SALICYLATE-PHENYLTOLOXAMINE,d03454
TROLAMINE SALICYLATE TOPICAL,d03884
MONOCTANOIN,d01006
MODAFINIL,d04378
BISACODYL,d01015
PHENOLPHTHALEIN,d01012
PSYLLIUM,d01018
DOCUSATE-PHENOLPHTHALEIN,d03497
DOCUSATE,d01021
RIBAVIRIN,d00085
RIBAVIRIN,d00085
RIBAVIRIN,d00085
RIBAVIRIN,d00085
RIBAVIRIN,d00085
SARS-COV-2 (COVID-19) MRNA-LNP VACCINE (CVX 311),d10104
SARS-COV-2 (COVID-19) MRNA-LNP VACCINE (CVX 311),d10104
SARS-COV-2 (COVID-19) MRNA-1273 (6M-5Y BIVALENT BOOSTER) VAC,d09930
SARS-COV-2 MRNA-1273 (6M-5Y) VACCINE,d09877
SARS-COV-2 MRNA-1273 (6Y-11Y) VACCINE,d09876
SARS-COV-2 MRNA-1273 (BOOSTER ONLY) VACCINE,d09853
SARS-COV-2 (COVID-19) MRNA-1273 BIVALENT VACCINE,d09901
SARS-COV-2 (COVID-19) MRNA-1273 VACCINE,d09667
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
AMILORIDE-HYDROCHLOROTHIAZIDE,d03193
MOEXIPRIL,d03835
"EMOLLIENTS, TOPICAL",d03770
SALIVA SUBSTITUTES,d03226
OCULAR LUBRICANT,d03768
OCULAR LUBRICANT,d03768
OCULAR LUBRICANT,d03768
"EMOLLIENTS, TOPICAL",d03770
"EMOLLIENTS, TOPICAL",d03770
"EMOLLIENTS, TOPICAL",d03770
"EMOLLIENTS, TOPICAL",d03770
"EMOLLIENTS, TOPICAL",d03770
HYDROQUINONE-TRETINOIN TOPICAL,d09982
HYDROQUINONE-TRETINOIN TOPICAL,d09982
HYDROQUINONE-TRETINOIN TOPICAL,d09982
HYDROQUINONE-TRETINOIN TOPICAL,d09982
HYDROCORTISONE/HYDROQUINONE/TRETINOIN TOPICAL,d07527
MOLINDONE,d00896
FERROUS SULFATE,d03824
CARBAMIDE PEROXIDE OTIC,d03990
AMMONIUM MOLYBDATE TETRAHYDRATE,d00481
ASPIRIN-PHENYLTOLOXAMINE,d03453
DIMETHICONE-MOMETASONE TOPICAL,d10117
MOMETASONE NASAL,d04223
MOMETASONE NASAL,d04223
MOMETASONE TOPICAL,d01300
AMMONIUM LACTATE-MOMETASONE TOPICAL,d07450
"MULTIVITAMIN, PRENATAL",d03148
CHOLECALCIFEROL-OMEGA-3 POLYUNSATURATED FATTY ACIDS,d09914
DEXTROMETHORPHAN-GUAIFENESIN,d03400
ANTIHEMOPHILIC FACTOR,d05974
DOXYCYCLINE,d00037
TIOCONAZOLE TOPICAL,d01235
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
"EMOLLIENTS, TOPICAL",d03770
HYDROCORTISONE TOPICAL,d03205
BENZOCAINE TOPICAL,d00813
MICONAZOLE TOPICAL,d03195
MICONAZOLE,d00155
TIOCONAZOLE TOPICAL,d01235
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
MICONAZOLE TOPICAL,d03195
TAFASITAMAB,d09611
MONOBENZONE TOPICAL,d01323
CALCIUM CARBONATE-SODIUM FLUORIDE,d03867
MONOCHLORACETIC ACID TOPICAL,d07886
CEFONICID,d00063
ANTIHEMOPHILIC FACTOR,d05974
DOXYCYCLINE,d00037
FERRIC DERISOMALTOSE,d07699
SALSALATE,d00842
HEPARIN FLUSH,d07385
GLUCOSE,d00595
ISOSORBIDE MONONITRATE,d00269
ETHINYL ESTRADIOL-NORGESTIMATE,d03781
ETHINYL ESTRADIOL-NORGESTIMATE,d03781
COAGULATION FACTOR IX,d05963
FOSINOPRIL,d00242
FOSINOPRIL-HYDROCHLOROTHIAZIDE,d04539
TUBERCULIN PURIFIED PROTEIN DERIVATIVE,d01171
HYALURONAN,d05234
FERRIC SUBSULFATE TOPICAL,d05647
CARBETAPENTANE/GUAIFENESIN/PHENYLEPHRINE,d04741
GUAIFENESIN/HYDROCODONE/PHENYLEPHRINE,d03403
GUAIFENESIN-HYDROCODONE,d03396
MONTELUKAST,d04289
GUAIFENESIN-PHENYLEPHRINE,d03381
FOSFOMYCIN,d04106
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN,d03140
CARBINOXAMINE-PSEUDOEPHEDRINE,d03570
CHLORPHENIRAMINE/PHENYLEPHRINE/PYRILAMINE,d03313
DOXYCYCLINE,d00037
DOXYCYCLINE,d00037
DOXYCYCLINE,d00037
LEVONORGESTREL,d00557
GINGER/MAGNESIUM SULFATE/PYRIDOXINE,d08577
MORPHINE,d00308
MORPHINE,d00308
MORPHINE,d00308
MORPHINE,d00308
MORPHINE,d00308
MORPHINE,d00308
MULTIVITAMIN,d03140
MULTIVITAMIN WITH MINERALS,d03145
MORRHUATE SODIUM,d01384
SALICYLIC ACID TOPICAL,d01307
BENZOCAINE TOPICAL,d00813
SALICYLIC ACID TOPICAL,d01307
PRUCALOPRIDE,d07541
"EMOLLIENTS, TOPICAL",d03770
DIMENHYDRINATE,d00861
DIMENHYDRINATE,d00861
MECLIZINE,d00859
MECLIZINE,d00859
MECLIZINE,d00859
DIMENHYDRINATE,d00861
MECLIZINE,d00859
DIMENHYDRINATE,d00861
ATROPINE-DIFENOXIN,d03505
LACOSAMIDE,d07349
IBUPROFEN,d00015
DICLOFENAC TOPICAL,d04722
IBUPROFEN,d00015
IBUPROFEN,d00015
IBUPROFEN-PSEUDOEPHEDRINE,d03292
IBUPROFEN-PSEUDOEPHEDRINE,d03292
ACETAMINOPHEN-IBUPROFEN,d07755
IBUPROFEN,d00015
IBUPROFEN,d00015
IBUPROFEN-PSEUDOEPHEDRINE,d03292
IBUPROFEN,d00015
IBUPROFEN,d00015
IBUPROFEN,d00015
IBUPROFEN,d00015
DIPHENHYDRAMINE-IBUPROFEN,d05819
IBUPROFEN-PSEUDOEPHEDRINE,d03292
TIRZEPATIDE,d09892
SALIVA SUBSTITUTES,d03226
NALOXEGOL,d08289
POLYETHYLENE GLYCOL 3350 WITH ELECTROLYTES,d01023
AMOXICILLIN,d00088
MOXIFLOXACIN OPHTHALMIC,d04860
LIDOCAINE TOPICAL,d00683
MOXIFLOXACIN OPHTHALMIC,d04860
MOXIFLOXACIN OPHTHALMIC,d04860
MOXIFLOXACIN,d04500
MOXIFLOXACIN OPHTHALMIC,d04860
MOXIFLOXACIN-PREDNISOLONE OPHTHALMIC,d09935
MOXIFLOXACIN-TRIAMCINOLONE OPHTHALMIC,d09767
AMOXICILLIN,d00088
PLERIXAFOR,d07372
ACETAMINOPHEN,d00049
CODEINE/PHENYLEPHRINE/PROMETHAZINE,d03364
CLOTRIMAZOLE TOPICAL,d04395
METHYLPREDNISOLONE,d00293
RSV MRNA VACCINE (CVX 326),d10197
MEASLES-RUBELLA VIRUS VACCINE,d03006
MORPHINE,d00308
MORPHINE,d00308
MORPHINE,d00308
HYOSCYAMINE/METHENAM/M-BLUE/PHENYL SALICYL,d03618
MAGNESIUM SALICYLATE,d00846
MUMPS SKIN TEST ANTIGEN,d01178
"MULTIVITAMIN, PRENATAL",d03148
"MULTIVITAMIN, PRENATAL",d03148
MULTIVITAMIN,d03140
GUAIFENESIN-PHENYLEPHRINE,d03381
GUAIFENESIN,d00797
FEXOFENADINE,d04040
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
GUAIFENESIN,d00797
GUAIFENESIN-PHENYLEPHRINE,d03381
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d03408
DEXTROMETHORPHAN-GUAIFENESIN,d03400
DEXTROMETHORPHAN-GUAIFENESIN,d03400
DEXTROMETHORPHAN-GUAIFENESIN,d03400
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE/TRIPROLIDINE,d09671
ACETAMINOPHEN/DEXTROMETHORPHAN/PHENYLEPHRINE/TRIPROLIDINE,d09559
DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d03408
GUAIFENESIN,d00797
DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d03408
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
ACETAMINOPHEN/DIPHENHYDRAMINE/PHENYLEPHRINE,d05654
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
OXYMETAZOLINE NASAL,d00772
GUAIFENESIN-PHENYLEPHRINE,d03381
DEXTROMETHORPHAN-GUAIFENESIN,d03400
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
DEXTROMETHORPHAN-GUAIFENESIN,d03400
DEXTROMETHORPHAN-GUAIFENESIN,d03400
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE/TRIPROLIDINE,d09671
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE/TRIPROLIDINE,d09671
GUAIFENESIN,d00797
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
ACETAMINOPHEN/GUAIFENESIN/PHENYLEPHRINE,d05544
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
ACETAMINOPHEN/DEXTROMETHORPHAN/PHENYLEPHRINE,d05583
ACETAMINOPHEN/GUAIFENESIN/PHENYLEPHRINE,d05544
ACETAMINOPHEN/DEXTROMETHORPHAN/DOXYLAMINE/GUAIFENESIN/PHENYLEPHRINE,d08419
ACETAMINOPHEN/DEXTROMETHORPHAN/DIPHENHYDRAMINE/GUAIFENESIN/PHENYLEPHRINE,d09673
ACETAMINOPHEN/DEXTROMETHORPHAN/DIPHENHYDRAMINE/GUAIFENESIN/PHENYLEPHRINE,d09673
DEXTROMETHORPHAN-GUAIFENESIN,d03400
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/TRIPROLIDINE,d09672
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
ACETAMINOPHEN/DIPHENHYDRAMINE/PHENYLEPHRINE,d05654
ACETAMINOPHEN/DEXTROMETHORPHAN/DOXYLAMINE/PHENYLEPHRINE,d04793
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
ACETAMINOPHEN/DEXTROMETHORPHAN/PHENYLEPHRINE,d05583
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d03408
DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d03408
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE/TRIPROLIDINE,d09671
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
ACETAMINOPHEN/DEXTROMETHORPHAN/PHENYLEPHRINE/TRIPROLIDINE,d09559
ACETAMINOPHEN/GUAIFENESIN/PHENYLEPHRINE,d05544
DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d03408
HEXYLRESORCINOL TOPICAL,d05190
HEXYLRESORCINOL TOPICAL,d05190
