raw_drug,drug_id
dynacirc-cr,d00270
dynzide,d03052
dypzod,xxxxxx
dyrenium,d00396
e-string,d04210
e-thyroxine(synthroid),d00278
ec asa,d00170
ec aspirin,d00170
ecasa,d00170
ecitalopram,d04812
econazole cream,d01271
econazole nitrate 1,d01271
econazole nitrate 1 percent,xxxxxx
econopred,d03221
econopred (1 pct) (drops),d03221
econopred plus (eyedrop),d03221
econopred plus (eyedrops),d03221
ecotrim,d00170
ecotrin,d00170
ecotrin aspirin,d00170
ecotrine,d00170
edecrin,d00649
edidel cream,d04784
edta,s10154
efexor,d03181
efferxan,xxxxxx
effexar,d03181
effexer,d03181
effexon,d03181
effexon xr,d03181
effexor,d03181
effexor -xr,d03181
effexor 75,d03181
effexor cr,d03181
effexor er,d03181
effexor sr,d03181
effexor x,d03181
effexor x r,d03181
effexor xl,d03181
effexor xr,d03181
effexor xr 37.5,d03181
effexor-xl,d03181
effexor-xr,d03181
effexor?,xxxxxx
effexov,d03181
effexpr,d03181
effexror,d03181
efflexor,d03181
effoxer,d03181
eflexor,d03181
efudex,d03204
efudex cream,d03204
elasa,d03659
elavic,d00146
elavil,d00146
eldepryl,d00976
elderpryl,d00976
elestat,d04898
elestat eye drops,d04898
eleval,d00146
elevil,d00146
elidel,d04784
elidel 1  cream,d04784
elidel cream,d04784
elidel cream 19%,d04784
elmiron,d04052
elovil,d00146
eloxatin,d04811
emablex,d05422
embrel,d04365
enabelex,d05422
enabiex,d05422
enablelex,d05422
enablex,d05422
enablex 7.5,d05422
enablez,d05422
enablix,d05422
enablox,d05422
enabolex,d05422
enacapril,d00013
enalalpril,d00013
enalapril,d00013
enalapril (blood pressure),d00013
enalapril hctz,d03740
enalapril mal,d00013
enalapril malate,d00013
enalapril maleate,d00013
enalapril molest,d00013
enalapril xl,d00013
enalapril/hctz(10/25mg),d03740
enalapril\hctz 10\25,d03740
enalaprilat,d00013
enalaprilmal,d00013
enalaprilmaleate,d00013
enalaprin,d00013
enalaprit,d00013
enalarril,d00013
enalipril,d00013
enalopril,d00013
enalpril,d00013
enalzpril,d00013
enapril,d00013
enapril maleate,d00013
enazapril,d00013
enbrel,d04365
enbrel sureclick,d04365
enbril,d04365
encopred plus,d03221
endapamine,d00260
endocet,d03431
endocet 5/325,d03431
endomethacin,d00550
enduron,d00643
enelapril,d00013
enelpril,d00013
enjuvia,d00541
enlapril hctz,d03740
enolapril,d00013
enoxaparin,d03041
ensure,s10006
entacapone,d04460
entex,d00769
entocort,d04276
entocort ec,d04276
entocortec,d04276
enulose,d01024
enulose syrup,d01024
epidrin,d03459
epidural pain med,d00059
eplerenone,d04815
epoetin alfa,d00223
epoetin alpha,d00223
epoetin alta,d00223
epogen,d00223
eprocit,d00223
epzicom,d05354
ergocalciferol,d03128
ergoloid marylates,d00902
ergot,d04120
ergot - caffeine,d04120
eromocin,d04461
ertac 20,d04915
erythromycin,d00046
erythromycin (ophthalmic oint),d03973
erythromycin 2 percent,d00046
erythromycin oint,d03200
erythromycin ointment,d03200
erythromycin ointment for eye,d03973
erythromycin opthalmic,d03973
erythromycin opthalmic (1cm),d03973
erythromycin salve (eye),xxxxxx
erythromyin topical gel,d03200
erythropoietin  alfa  inj,d00223
erythropoitin injection,d00223
escitalopram,d04332
escitaprolam,d04812
esgic plus,d03455
esidrix,d00253
esomeprazole,d04749
esomeprozole,d04749
estace,d00537
estalol,d00139
estrace,d00537
estrace (estradiol),d00537
estrace cream,d00537
estrace cream (0.5 g),xxxxxx
estrace cream(0.01%),xxxxxx
estrace vag cream,xxxxxx
estrace vag. cream,xxxxxx
estrace vaginal cream,xxxxxx
estraderm,d00537
estraderm patch,d00537
estraderm patches,d00537
estradiol,d00537
estradiol 1/2 patch,d00537
estradiol cream,d00537
estradiol patch,d00537
estradiol patch 0.0125,d00537
estradiol patch 0.1,d00537
estradiol vaginal rin,d00537
estradol,d00537
estradol cream,d00537
estradrol,d00537
estragel,xxxxxx
estragyn la 5,d00537
estraiol,d00537
estratab,d00542
estratest,d03245
estratest hs,d03245
estratest(1.25/2.5mg),d03245
estreaent,xxxxxx
estrediol,d00537
estriadol,d00537
estrin g,d04210
estring,d04210
estriool,d00537
estrogel,xxxxxx
estrogen,d00534
estrogen  progesterone,d00550
estrogen  topical,d00534
estrogen (patch),d00534
estrogen (prempro),d00534
estrogen cream,d00534
estrogen oint,d00534
estrogen patch,d00534
estrogen premarin,d00534
estrogen rmg,d00534
estrogen vag.cream,d00534
estrogen/progesterone,d00550
estrogens,d00534
estrol pipate,d00543
estropiate,d00543
estropipate,d00543
estrotest,d03245
estrzadiol,d00537
ethacrynic acid,d00649
ethambutal,d00068
ethambutol,d00068
ethanbutol,d00068
etidronate,d00599
etidronate disodium,d00599
etodalac,d00851
etodo loc,xxxxxx
etodolac,d00851
etodolac (lodine),d00851
etodolac sa,d00851
etodolace,d00851
etodoloc,d00851
etodulac,d00851
etudolac,d00851
eucerin cream,d03770
euista,d04261
eulexin,d00240
euthyrox,d00278
evalapril,d00013
evalopril,d00013
evalpril,d00013
evisat,d04261
evista,d04261
evista discontinue,xxxxxx
evista hr,d04261
evita,d01244
evosta,d04261
evoxac,d04512
ewalaparil,d00013
ewalapril,d00013
exalon,d04537
excedrin,d03439
excedrin migraine,d03439
excelon,d04537
excelon am,d04537
excelon patch,d04537
excelon pm,d04537
exclon,d04537
exelan,d04537
exelan (patch),d04537
exelderm,d01275
exelderm 10 percent,d01275
exelom patch,d04537
exelon,d04537
exelon 3.0/4.5,d04537
exelon patch,d04537
exelor,d04537
exelou,d04537
exemestane,d04461
exenatide,d05529
exexon patch,d04537
exezon patch,d04537
exfarge,d06662
exforge,d06662
exforge 5,d06662
exforge 5/160,d06662
exilcon,d04537
exon detrol la,d04294
extra strength tylenol,d00049
eye drop,d00773
eye drops,d00773
eye drops isoptcarpbomide,d00773
eye lubricating ophthalmic,d03768
eyelon,d04537
ezetemibe,d04824
ezetimbe,d04824
ezetimiba,d04824
ezetimibe,d04824
ezoloft,d00880
f,xxxxxx
"f;p,ax",d04121
faldipine,d00231
falodipine,d00231
famatidine,d00141
famciclouir,d03775
famnr,d03775
famolidine,d00141
famotadine,d00141
famotidin,d00141
famotidine,d00141
famotidne,d00141
famvir,d03775
fasamax,d03849
fasinopril,d00242
faslodex,d04799
fasomax,d03849
fe,d03822
fe so4,d03824
fe-tinic (iron polysaccharide),d03823
feladipine,d00231
felalipine,d00231
feldene,d00343
feldepine,d00231
feldiine,d00343
feldine,d00343
feldipine,d00231
felodepine,d00231
felodiine,d00231
felodine,d00231
felodip,d00231
felodipin,d00231
felodipine,d00231
felodipine cr,d00231
felodipine er,d00231
felodipine sa,d00231
felodipine sr,d00231
felodipineer,d00231
felodiqine er,d00231
feloditine,d00231
felodopine,d00231
felodopine er,d00231
felodopira,d00231
felodpine,d00231
felohipine,d00231
felopidine,d00231
felopine,d00231
fem hrt,d03238
femara,d04156
femard,d04156
femfibrozil,d00245
femhart,xxxxxx
femhort,d03238
femhrt,d03238
femhrt estrogen 1/5 tab,d03238
fempatch,d00537
fenofibrate,d04286
fentana patch,d00233
fentany/patch,d00233
fentanye patch,d00233
fentanyl,d00233
fentanyl patch,d00233
fentanyl transdermal,d00233
fentanyl transdermal sys patch,d00233
fentanyl/duragesic patch,d00233
fentaryl,d00233
fentayl,d00233
fentonyl,d00233
feogen caps,d03141
feoscal,d03824
feosol,d03824
fergon (iron supplement),d03822
ferotrinsic,d03141
ferrex,d03145
ferrlecit,d04387
ferro-sequels,d03946
ferron and sulfate,d03824
ferrous,d03824
ferrous glucolate,d03822
ferrous gluconate,d03822
ferrous glucorite,d03822
ferrous sulf,d03824
ferrous sulfarte,d03824
ferrous sulfate,d03824
ferrous sulfate 220/5 ml,d03824
ferrous sulphate,d03824
feso4,d03824
fesoy,d03824
feurosmide,d00070
fexafemodine,d04040
fexafenadine,d04040
fexafenadrine,d04040
fexo fenadine,d04040
fexofedine,d04040
fexofenadene,d04040
fexofenadin,d04040
fexofenadine,d04040
fexofenadine d/c 2007,xxxxxx
fexofenadine hcl,d04040
fexofenadine hydrochloride,d04040
fexofenaldine hcl,d04040
fexofencidene,d04040
fexofendine,d04040
fexofenodin,d04040
fexoferadine,d04040
fexopeldine,d04040
fexosenadin,d04040
fexotenadine,d04040
fexpfemdome,d04040
fiber,d01017
fiberlax,d01017
filodipine,d00231
finacea,d03848
finassteride,d00563
finastenide,d00563
finasteride,d00563
finasteride (proscar),d00563
finasteridf,d00563
finasteroide,d00563
finastoride,d00563
finastride,d00563
finesteredi,d00563
finesteride,d00563
finesterige,d00563
finesturide,d00563
fiomax,d04121
fiorcet,d03455
fiorenal,d03457
fioricet,d03455
fioricet 50/325/40,xxxxxx
fioricet w/cod,d03425
fioricet with codeine,d03425
fiorinal,d03457
fiorinal cap,d03457
fiorinal no codene,d03457
fiorinal with codeine,d03426
fiorinale,d03457
firasteride,d00563
firrasteride,d00563
first progesterone mc5,d00550
fish oil,d00497
fisinopril,d00242
fisinxopril,d00242
flagyl,d00108
flaqyl,d00108
flavoxate,d01425
flax seed oil,d04491
flaxetine,d00236
flecainide,d00234
flecainide acetate,d00021
flecanaide,d00234
flecanide,d00234
flexaril,d00963
flexeril,d00963
flexiril,d00963
flexoril,d00963
flioxotine,d00236
flixonase,d04283
flo max,d04121
flobec,d03140
flomasx,d04121
flomax,d04121
flomax 0.4,d04121
flomax 0.4 - discontinued,d04121
flomax 4 tenths,d04121
flomax cp24,d04121
flomax hcl,d04121
flomax nasal,d04121
flomax sa,d04121
flomax sr,d04121
flomaxo,d04121
flomox,d04121
flonasc,d04283
flonase,d04283
flonase (1 spray),d04283
flonase (nasal spray),d04283
flonase -   puffs,d04283
flonase 2 puffs,d04283
flonase inhaler,d04283
flonase mdi,d04283
flonase n.s.,d04283
flonase nasal,d04283
flonase nasal spray,d04283
flonase nasal spray 0.05,d04283
flonase spray,d04283
flonase sprays,d04283
flonase/nh,d04283
flonax,d04121
flonnase,d04283
flora q,d03644
flora-q,d03644
floraster,d05646
florastor,d05646
floricet,d03455
florinef,d00608
florinef acetate,d00608
flosamax,d03849
flouxetine,d00236
flovant,d01296
flovent,d01296
flovent (inhaler),d01296
flovent 1 puff,d01296
flovent 2 puffs,d01296
flovent hfa,d01296
flovent inhaler,d01296
flovent mdi,d01296
flovent nasal spray,d01296
flovinet,d01296
flowmax,d04121
floxin,d00114
fluasterone,xxxxxx
flucinolone,d01293
flucinolone ointment,d01293
flucinonide,d00761
fluclicasone spray,d04283
fluconazole,d00071
flucticasone,d01296
fludocortisone,d00608
fludracortisone,d00608
fludrocor,d00608
fludrocort,d00608
fludrocort / florinef,d00608
fludrocortisine,d00608
fludrocortisone,d00608
fludrocortizone lm,d00608
fluexetine,d00236
flumadine,d03158
flumax,d04121
flumisolide,d00761
flumosolide,d00761
flumsolid,d00761
flunesolide,d00761
flunisalide,d00761
flunisdide,d00761
flunisolde,d00761
flunisolide,d00761
flunisolide (nasal spray),d04279
flunisolide 2 puffs,d04279
flunisolide inh,d04279
flunisolide inhal.,d04279
flunisolide inhaler,d04279
flunisolide m,d00761
flunisolide nasal .025%,d04279
flunisolide nasal 0.025 pct,xxxxxx
flunisolide nasal sol.,d04279
flunisolide nasal spray 0.025,d04279
flunisolide spray,d00761
fluoanide,xxxxxx
fluocin acet 0.025 pct (cream),xxxxxx
fluocinoline acetonide,xxxxxx
fluocinolone,d01294
fluocinolone (0.01 pct),d05527
fluocinolone 0.01 percent,xxxxxx
fluocinolone acetonide,xxxxxx
fluocinoloneacetonide,xxxxxx
fluocinonide,d01294
fluocinonide crea,d01293
fluocinonide cream,d01294
fluocinonide oint,d01293
fluocinonide percent,d01293
fluocinonide topical,d01294
fluor-op,d03227
fluoretine,d00236
fluorinse,d04397
fluorometholone,d03227
fluorometholone ophthalmic,d03227
fluorosemide,d00070
fluorouracil,d00235
fluoxatine,d00236
fluoxatine (prozac),d00236
fluoxcetine,d00236
fluoxehne,d00236
fluoxeine,d00236
fluoxet,d00236
fluoxetene,d00236
fluoxetin,d00236
fluoxetine,d00236
fluoxetine hcl,d00236
fluoxetine hydrochloride,d00236
fluoxetineltol,d00236
fluoxetire,d00236
fluoxette,d00236
fluoxine,d00236
fluoxitine,d00236
fluoxotine,d00236
fluozetine,d00236
fluphenasine,d00237
flurazepam,d00238
flurbiprofen,d00239
flurbiprofin,d00239
flurbiprophen,d00239
flurinef,d00608
flurinet,s10134
flurizan,r10005
flurosemide,d00070
flusoxitine,d00236
flutamide,d00240
flutamide qid,d00240
fluticas 250,d01296
fluticas/ salmetorol,d04611
fluticasome,d01296
fluticasomine,d01296
fluticason nasal spray,xxxxxx
fluticason propionate spray,d04283
fluticasone,d01296
fluticasone (0.005 pct oint),d04284
fluticasone (nasal spray),d04283
fluticasone 50,d01296
fluticasone inhalation,d04283
fluticasone inhaler,d04283
fluticasone nasal,d04283
fluticasone nasal spray,d04283
fluticasone propionat,d04283
fluticasone propionate,d04283
fluticasone propionate (spray),d04283
fluticasone propionate nasal,d04283
fluticasone propionate salmetr,d04283
fluticasone propionate spray,d04283
fluticasone proponade,d04283
fluticasone proprionate,d04283
fluticasone spray,d04283
flutizione,d01296
fluvastanin,d03183
fluvastatin,d03183
fluvostatin,d03183
fluvoxamien,d03804
fluvoxamine,d03804
fluvoxamine maleate,d03804
fluxotine,d00236
flvoxetine,d03804
fm hrt,d03238
fml-s liquifilm,d03757
fnasteride,d00563
fobex,d00060
fobic,d03140
focalin,d04777
folamin,d03140
folate,d00241
folbalin plus,d03140
folbec,d03140
folbee,d03140
folbic,d03140
folbic tablet bre,d03140
folbic tablets,d03140
folex,d00060
folgard,d03145
folgard os,d03145
folgarn,d03145
folgord,d03145
folic acid,d00241
folt-x,d03140
foltax,d03140
foltex,d03140
foltrin,d03141
foltx,d03140
foltx tab,d03140
foltz,d03140
fomotidine,d00141
fomotodine,d00141
foradil,d04572
foradil ( w/ aerolizer),d04572
foradil aeralizer,d04572
foradil aerolizer,d04572
foradil inhaler,d04572
foradir aerotiger,d04572
formoterol,d04572
formoterol fumarate,d04572
formoterol fumarate inhaler,d04572
formoterol inhal.,d04572
forsamax,d03849
forsemide,d00070
fortamed,d03807
fortamet,d03807
fortamet er,d03807
forte injection,d04828
forted,d04828
forteo,d04828
forteo (inj.),d04828
forteo (injection),d04828
forteo inj,d04828
forteo injection,d04828
forteo shot,d04828
forteo shots,d04828
fortical,d00598
fortical nasal spray,d00598
fortical spray,d00598
fosa max,d03849
fosamat,d03849
fosamax,d03849
fosamax + d,d05526
fosamax + vit d,d05526
fosamax +d,d05526
fosamax 10,d03849
fosamax d,d05526
fosamax plus d,d05526
fosamax sol,d03849
fosamax spray,d03849
fosamax with vit d,d05526
fosamax with vitamin d,d05526
fosamax wkly,d03849
fosamax+d,d05526
fosamax70.,d03849
fosamay,d03849
fosamaz,d03849
fosamex,d03849
fosamx,d03849
fosanax,d03849
fosanex,d03849
fosanmax,d03849
fosemax,d03849
fosimax,d03849
fosinopril,d00242
fosinopril na,d00242
fosinprol,d00242
fosomas,d03849
fosomax,d03849
fosomax plus d,d05526
fosomax td,d05526
fosomx,d03849
fossamax,d03849
foxamax,d03849
foxomax,d03849
fozamax,d03849
fozonopril,d00242
fpspiwp[,xxxxxx
frova,d04776
fruosemide,d00070
fueosemide,d00070
fulvicin,d00100
fumigan,d04754
fumisolide,d04279
fungal tincture,d01273
fuorosemide,d00070
"furese,ide",d00070
furgsemide,d00070
furosamide,d00070
furosccemeide,d00070
furoscemide,d00070
furoscride,d00070
furose mide,d00070
furosemede,d00070
furosemid,d00070
furosemida,d00070
furosemide,d00070
furosemide/lasix,d00070
furosemidee,d00070
furoseminde,d00070
furosemine,d00070
furosemiole,d00070
furosemode,d00070
furosenide,d00070
furoseuide,d00070
furoseuride,d00070
furoside,d00070
furosimide,d00070
furosomide,d00070
furoxemide,d00070
fursemide,d00070
fursomide,d00070
fursosemide,d00070
fusamax,d03849
fusamx,d03849
fusolemide,d00070
fusosemide,xxxxxx
fuzosemide,d00070
gaba pentin,d03182
gaba[emtom,xxxxxx
gabaipentin,d03182
gabapentene,d03182
gabapentim,d03182
gabapentin,d03182
gabapentin caps,d03182
gabapentin(neurotin),d03182
gabapentine,d03182
gabapertia,d03182
gabapertin,d03182
gabapetin,d03182
gabapintin,d03182
gabatentine,d03182
gabepentin,d03182
gabitril,d04221
gabopentin,d00804
gabyantin,d03182
galantame,d04750
galantamine,d04750
galantamine er,d04750
galantamine hb,d04750
galantamine hcl,d04750
galantamine hydrobromide,d04750
galantamine hydropromide,d04750
galantamine-hydrobromide,d04750
galantanine,d04750
galapentin,d03182
galatameni,d04750
galiapentin,d03182
gamma-globulin,r10026
gantrisin,d00120
gapapentin,d03182
gas x,d01027
gatifloxacin,d04504
gaviscon,d06639
gem fibrezil,d00245
gembibrozil,d00245
gemfebruzel,d00245
gemfiborzil,d00245
gemfibr0zil,d00245
gemfibrazol,d00245
gemfibrazole,d00245
gemfibrizol,d00245
gemfibrozi,d00245
gemfibrozide,d00245
gemfibrozie,d00245
gemfibrozil,d00245
gemfibrozil (lopid),d00245
gemfibrozile,d00245
gemfibrozol,d00245
gemfibrozyl,d00245
gemfribisol,d00245
gemfribozil,d00245
gemifibrizal,d00245
gemifibrocil,d00245
gemifibrofil,d00245
gemifibrozil,d00245
gemor,d00245
gempibrozil,d00245
genacote,d00170
genasoft,d01021
generic keflex,d00096
generlac,d01024
genfiber,d01018
genfibrozil,d00245
genotropin sub-q,d00577
gentamicin,d00014
genteal,d03768
genteal (eye drop),d03768
genteal eye drop,d03768
genteal eye gtts,d03768
geocillin,d00092
geodon,d04747
gerrous glucomante,d03822
gilipizide,d00246
gilipizide er,d00246
ginkgo,d04413
ginkgo biloba,d04413
ginko biloba,d04413
gitenytrin,d00143
glantamine,d04750
glaucoma rx,d03971
glaucon,d03971
gleevec,d04758
gleevic,d04758
glepezide,d00246
glepizile,d00246
glibiyde,d00246
glibizide,d00246
gliburide,d00248
glimefpiride,d03864
glimeperide,d03864
glimeperidi,d03864
glimepiride,d03864
glimepiride (amaryl),d03864
glimepiridine,d03864
glimepride,d03864
glimeprimide,d03864
glimepyide,d03864
glimetiride,d03864
glimiporide,d03864
glimperide,d03864
glimperlide,d03864
glinizide,d00246
glipazide,d00246
glipazide er,d00246
glipicide,d00246
glipiside,d00246
glipizide,d00246
glipizide -er,d00246
glipizide 5/,d00246
glipizide and metformin,d04823
glipizide er,d00246
glipizide extended release,d00246
glipizide sr,d00246
glipizide xl,d00246
glipizide-er,d00246
glipizideer,d00246
glipizyde,d00246
glipside,d00246
glipzide,d00246
globetasol cream,d01288
glpizide,d00246
gluburide,d00248
glucagen,d00593
glucatol,d04418
glucatrol,d00246
glucomine,d04418
glucophage,d03807
glucophage metformin,d03807
glucophage xl,d03807
glucophage xr,d03807
glucophage-er,d03807
glucophage-xl,d03807
glucophage-xr,d03807
glucophase,d03807
glucophate,d03807
glucophlage,d03807
glucosamine,d04418
glucosamine (hydrochloride),d04418
glucosamine hydrochloride,d04418
glucose,d00595
glucotrol,d00246
glucotrol - xl,d00246
glucotrol 1 xl,d00246
glucotrol xl,d00246
glucotrol-xl,d00246
glucotrolxl,d00246
glucovance,d04703
glucovance 5/500,d04703
gluctrol,d00246
glucvance,d04703
glumepramide,d03864
glumetza,d03807
glupizide,d00246
glyb/metform,d04703
glybaride,d00248
glybirde,d00248
glybiride,d00248
glyboride,d00248
glybride,d00248
glybunide,d00248
glyburae,d00248
glyburid,d00248
glyburide,d00248
glyburide .5,d00248
glyburide / metformin,d04703
glyburide metformin,d04703
glyburide mettermin,d04703
glyburide(1.25/2.5mg),d00248
glyburide-metformin,d04703
glyburide/ melformin,d04703
glyburide/metformin,d04703
glyburidemetformin,d04703
glyburidi,d00248
glyburidlmet,d04703
glycerin,d00652
glyco pyrol,d00992
glycolax,d05350
glycolax powder,d05350
glycolax powder  17 grams,d05350
glycophage,d03807
glycopyrrdate,d00992
glycopyrrolate,d00992
glylmetform,d04823
glynase,d00248
glyoxide,d01232
glypazide,d00246
glypizide,d00246
glyset,d04110
grestor,d04851
gris-peg,d00100
guafeuesin,d00797
guaifenerin,d00797
guaifenesen 600/pse,d03379
guaifenesin,d00797
guaifenex,d03383
guaifenex dm,d03400
guaifenix,d03383
guaiffensin,d00797
guaifinex,d03383
guaifnex,d03383
guanfacine,d00717
guanfacine hydrochloride,d00717
guiatuss ac liquid,d03393
guiatuss dm,d03400
gupizide,d00246
gxytral patch,d00328
gyburide,d00248
gychobenzapr,xxxxxx
gylburide,d00248
halcion,d00397
haldol,d00027
halobetasol (0.05 pct oint),d01298
halobetasol (cream) (0.05 pct),d01298
haloperidal,d00027
haloperidol,d00027
haloperilol,d00027
haponal,d03485
havrix,xxxxxx
hazaar,d03830
hazuar,d03830
hc ointment (1 pct),d03205
hcg,d00572
hcl,xxxxxx
hct,d00253
hct 2,d00253
hct2,d00253
hctx,d00253
hctz,d00253
hctz (dyazide),d03052
hctz 12.5,d00253
hctz 25 triamterene,d03052
hctz 6.25,d00253
hctz and triamterene,d03052
hctz d/c 2007,xxxxxx
hctz hydrochlorot,d00253
hctz triamtelene,d03052
hctz triamterene,d03052
hctz(25/12mg),d00253
hctz- avalide,d04245
hctz-triamterene,d03052
hctz/ lisinopril,d03266
hctz/ losartank,d03830
hctz/losartain potassium,d03830
hctz/triam,d03052
hctz/triamteerene,d03052
hctz/triamterene,d03052
hctz/triamterene 37.5/25,d03052
hctz/triamterene 75/50 mg,d03052
hemaspam,d03946
hemorrhoidal cr,d03205
herazorin,d00386
herceptin,d04357
hetoprolol,d00134
hexavitamin,d03140
hgh sub-q,xxxxxx
hidroclorotiazine,d00253
hiprex,d00106
histamine phosphate,d03892
histrelin,d00575
homatropine methylbromide-hydr,d03340
hormone patch,xxxxxx
hormone replacement therapy,r10023
hormones-actonel,d04300
hotz,d00253
hrt,d00537
htcz,d00253
humalin,d04369
humalog,d04373
humalog ins. 20 units,d04373
humalog insulin,d04373
humalog insulin 75/25,d04510
humalog mix insulin,d04510
humalog pump,d04373
humalog sliding scale,d04510
human growth hormone,d00577
human growth hormone (hgh),s10168
humibid,d00797
humibid la,d05117
humira,d04835
humlin n,xxxxxx
humulin,d04374
humulin 70/30,d04374
humulin insulin,d04369
humulin l,d04371
humulin l(70/30units),d04371
humulin n,d04370
humulin nph,d04370
humulin r,d04369
humulin r insulin,d04369
humulog,d04373
huperzine,s10035
huperzine a,s10035
hyalgan,d04329
hycodin,d03340
hydorchlorothiazide,d00253
hydrachlorazyde,d00253
hydrachlorothiazide,d00253
hydralazic,d00132
hydralazine,d00132
hydralazine - hcl,d00132
hydralazine hcl,d00132
hydralizine,d04025
hydralozine,d00132
hydralyzine,d00132
hydrazaline,d00132
hydrazine,d00132
hydrchlorothize,d00253
hydrchlorothrazide,d00253
hydrea,d01373
hydroch;orot,d00253
hydrochiorothiazide,d00253
hydrochl,d03052
hydrochlonithuocide,d00253
hydrochlor0thiazide,d00253
hydrochlorathiazide,d00253
hydrochlorathyazide,d00253
hydrochloriathiazide,d00253
hydrochloride,d00253
hydrochloride thiazide,d00253
hydrochlorithiazide,d00253
hydrochlorizide,d00253
hydrochlorlthiazide,d00253
hydrochloro,d00253
hydrochlorodiazide,d00253
hydrochlorot,d00253
hydrochlorothayide,d00253
hydrochlorothazide,d00253
hydrochlorothaziol,d00253
hydrochlorothenazide,d00253
hydrochlorothi,d00253
hydrochlorothiade,d00253
hydrochlorothiaeide,d00253
hydrochlorothiaz,d00253
hydrochlorothiaze,d00253
hydrochlorothiazid,d00253
hydrochlorothiazide,d00253
hydrochlorothiazide - hctz,xxxxxx
hydrochlorothiazide-triamteren,d03052
hydrochlorothiazide-valsartan,d04293
hydrochlorothiazide/triamteren,d03052
hydrochlorothiazine,d00253
hydrochlorothiazyde,d00253
hydrochlorothigzide,d00253
hydrochlorothiozide,d00253
hydrochlorothizade,d00253
hydrochlorothizide,d00253
hydrochlorothizzide,d00253
hydrochlorothoazide,d00253
hydrochlorothorizide,d00253
hydrochlorothorozide,d00253
hydrochlorothyanide,d00253
hydrochlorothyazide,d00253
hydrochlorothyiazide,d00253
hydrochlorothyozide,d00253
hydrochlorothyrizide,d00253
hydrochlorothzine,d00253
hydrochlorotia,d00253
hydrochlorotialide,d00253
hydrochlorotiazide,d00253
hydrochlorotihiazide,d00253
hydrochlorotizide,d00253
hydrochlorott,d00253
hydrochlorotthiazide,d00253
hydrochlorotyzide,d00253
hydrochlorox,d00253
hydrochlorozide,d00253
hydrochlorthiade,d00253
hydrochlorthiande,d00253
hydrochlorthiatide,d00253
hydrochlorthiazide,d00253
hydrochlorthiozine,d00253
hydrochlorthizide,d00253
hydrochlorthozide,d00253
hydrochlorthyazide,d00253
hydrochlortiazide,d00253
hydrochlortide,d00253
hydrochlothiaze,d00253
hydrochlothiazide,d00253
hydrochlotiazyd,d00253
hydrochlotot,xxxxxx
hydrochlrothyazide,d00253
hydrocholemothiazide,d00253
hydrocholorothiazide,d00253
hydrocholorthizaide,d00253
hydrocholothiazide,d00253
hydrocholrothiazide,d00253
hydrochorothiazide,d00253
hydrochorothizide,d00253
hydrochorothyazide,d00253
hydrochorothyiazide,d00253
hydrochorothyozide,d00253
hydrochorthorozide,d00253
hydrochothyiazide,d00253
hydroclorot,d00253
hydroclorothiazide,d00253
hydroclorothrazide,d00253
hydroco,d03428
hydroco/ap,d03428
hydroco/apap,d03428
hydroco/apap 5/500,d03428
hydrocodeine,d03075
hydrocodine,d03075
hydrocodine/adap,d03075
hydrocodn tablet 5-500,d03075
hydrocodon,d03075
hydrocodone,d03075
hydrocodone (codeine),d03075
hydrocodone 10/325,d03075
hydrocodone 5/500,d03428
hydrocodone acetaminophen,d03428
hydrocodone elixir,d03428
hydrocodone(7.5/650mg),d03075
hydrocodone/,d03075
hydrocodone/apap,d03428
hydrocodone/guaifenesin,d03396
hydrocodore,d03075
hydrocone,d03075
hydrocorisone,d00254
hydrocortisone,d00254
hydrocortisone (1pct),d00254
hydrocortisone (2.5 pct cream),d00254
hydrocortisone 2.5 pct (cream),d00254
hydrocortisone 2.5 percent,xxxxxx
hydrocortisone cream,d03205
hydrocortisone cream (1 pct),d03205
hydrocortisone cream 2.5 pct,xxxxxx
hydrocortisone lotion 2.5%,d03205
hydrocortisone ointment,d03205
hydrocortisone topical,d03205
hydrocortizone cream,d00254
hydrocortizone lotion,d00254
hydrocortozone suppository,d03205
hydrodiuric,d00253
hydrodiuril,d00253
hydrodivril,d00253
hydrodoril,d00253
hydrodural,d00253
hydromorphone,d00255
hydroxine,d00907
hydroxine/atarax,d00907
hydroxitine,d00907
hydroxocobalamin,d03133
hydroxuvea,d01373
hydroxy hcl,d00907
hydroxychlorogroquine,xxxxxx
hydroxychloroquine,d00817
hydroxycloroquine,d00817
hydroxyehloroquine,d00817
hydroxyorea,d01373
hydroxypropyl methylcellulose,d03768
"hydroxypropyl methylcellulose,",d03768
hydroxyunea,d01373
hydroxyurea,d01373
hydroxyz hcl,d00907
hydroxyzine,d00907
hydroxyzine hcl,d00907
hydroxyzine hd,d00907
hydroxyzine hydrochloride,d00907
hydroxyzone,d00907
hydrozyzine,d00907
hygroton,d00192
hyocyamine,d00985
hyoscamine (.375),d00985
hyosciamine,d00985
hyoscyamide,d00985
hyoscyamin,d00985
hyoscyamine,d00985
hyoscyamine sulfate,d00985
hyoscyamite sulfate,d00985
hyoscynamide sulfate,d00985
hypoglycerin,d00321
hyprex 105,xxxxxx
hyrdrochlorothiazide,d00253
hyrosamine,d00985
hysaar,d03830
hytrim,d00386
hytrin,d00386
hytrrin,d00386
hyzaal,d03830
hyzaar,d03830
hyzaar (100/25mg),d03830
